series,model,origin,step,yhat
s2,daily_naive,3096,3,152.049289
s2,daily_naive,3096,4,137.848023
s2,daily_naive,3096,5,136.229615
s2,daily_naive,3096,6,146.343929
s2,daily_naive,3096,7,145.788075
s2,daily_naive,3096,8,116.582256
s2,daily_naive,3096,9,108.686819
s2,daily_naive,3096,10,98.136996
s2,daily_naive,3096,11,91.375786
s2,daily_naive,3096,12,83.377489
s2,daily_naive,3096,13,72.386769
s2,daily_naive,3096,14,60.669472
s2,daily_naive,3096,15,82.473971
s2,daily_naive,3096,16,64.535355
s2,daily_naive,3096,17,64.058935
s2,daily_naive,3096,18,80.270763
s2,daily_naive,3096,19,76.765344
s2,daily_naive,3096,20,95.113430
s2,daily_naive,3096,21,101.514547
s2,daily_naive,3096,22,112.102412
s2,daily_naive,3096,23,110.665835
s2,daily_naive,3120,0,126.399900
s2,daily_naive,3120,1,116.708614
s2,daily_naive,3120,2,122.685787
s2,daily_naive,3120,3,135.782362
s2,daily_naive,3120,4,132.870718
s2,daily_naive,3120,5,142.499888
s2,daily_naive,3120,6,125.416624
s2,daily_naive,3120,7,107.132027
s2,daily_naive,3120,8,111.956649
s2,daily_naive,3120,9,99.406884
s2,daily_naive,3120,10,92.646396
s2,daily_naive,3120,11,72.384147
s2,daily_naive,3120,12,65.942247
s2,daily_naive,3120,13,64.273043
s2,daily_naive,3120,14,63.336062
s2,daily_naive,3120,15,57.183852
s2,daily_naive,3120,16,58.510970
s2,daily_naive,3120,17,43.414971
s2,daily_naive,3120,18,56.344288
s2,daily_naive,3120,19,65.367888
s2,daily_naive,3120,20,78.378693
s2,daily_naive,3120,21,81.733923
s2,daily_naive,3120,22,87.007964
s2,daily_naive,3120,23,96.760253
s3,seasonal_naive,2976,0,215.220278
s3,seasonal_naive,2976,1,214.182892
s3,seasonal_naive,2976,2,273.105562
s3,seasonal_naive,2976,3,216.159055
s3,seasonal_naive,2976,4,239.471616
s3,seasonal_naive,2976,5,215.647566
s3,seasonal_naive,2976,6,202.321709
s3,seasonal_naive,2976,7,192.099910
s3,seasonal_naive,2976,8,169.518056
s3,seasonal_naive,2976,9,139.640184
s3,seasonal_naive,2976,10,110.413594
s3,seasonal_naive,2976,11,102.108920
s3,seasonal_naive,2976,12,80.880440
s3,seasonal_naive,2976,13,72.767912
s3,seasonal_naive,2976,14,84.480385
s3,seasonal_naive,2976,15,80.096573
s3,seasonal_naive,2976,16,96.171345
s3,seasonal_naive,2976,17,94.979440
s3,seasonal_naive,2976,18,146.038919
s3,seasonal_naive,2976,19,120.503169
s3,seasonal_naive,2976,20,136.834338
s3,seasonal_naive,2976,21,192.141686
s3,seasonal_naive,2976,22,184.443003
s3,seasonal_naive,2976,23,217.360362
s3,seasonal_naive,3000,0,247.477719
s3,seasonal_naive,3000,1,241.254005
s3,seasonal_naive,3000,2,243.709108
s3,seasonal_naive,3000,3,267.088576
s3,seasonal_naive,3000,4,252.508358
s3,seasonal_naive,3000,5,229.104255
s3,seasonal_naive,3000,6,204.644080
s3,seasonal_naive,3000,7,201.534439
s3,seasonal_naive,3000,8,161.392220
s3,seasonal_naive,3000,9,154.812169
s3,seasonal_naive,3000,10,132.120803
s3,seasonal_naive,3000,11,138.280644
s3,seasonal_naive,3000,12,132.392659
s3,seasonal_naive,3000,13,99.491636
s3,seasonal_naive,3000,14,98.635453
s3,seasonal_naive,3000,15,88.696485
s3,seasonal_naive,3000,16,90.516369
s3,seasonal_naive,3000,17,117.873824
s3,seasonal_naive,3000,18,150.404786
s3,seasonal_naive,3000,19,168.202277
s3,seasonal_naive,3000,20,191.747567
s3,seasonal_naive,3000,21,199.773526
s3,seasonal_naive,3000,22,180.646916
s3,seasonal_naive,3000,23,261.234425
s3,seasonal_naive,3024,0,284.293481
s3,seasonal_naive,3024,1,289.725562
s3,seasonal_naive,3024,2,296.824380
s3,seasonal_naive,3024,3,301.897012
s3,seasonal_naive,3024,4,324.676102
s3,seasonal_naive,3024,5,276.824569
s3,seasonal_naive,3024,6,284.307912
s3,seasonal_naive,3024,7,255.476857
s3,seasonal_naive,3024,8,234.677105
s3,seasonal_naive,3024,9,201.773595
s3,seasonal_naive,3024,10,179.403012
s3,seasonal_naive,3024,11,149.552871
s3,seasonal_naive,3024,12,164.362580
s3,seasonal_naive,3024,13,140.024461
s3,seasonal_naive,3024,14,120.847131
s3,seasonal_naive,3024,15,129.114817
s3,seasonal_naive,3024,16,128.335673
s3,seasonal_naive,3024,17,186.026573
s3,seasonal_naive,3024,18,171.069309
s3,seasonal_naive,3024,19,195.996524
s3,seasonal_naive,3024,20,195.262796
s3,seasonal_naive,3024,21,220.189045
s3,seasonal_naive,3024,22,276.093571
s3,seasonal_naive,3024,23,274.007507
s3,seasonal_naive,3048,0,297.567746
s3,seasonal_naive,3048,1,336.045039
s3,seasonal_naive,3048,2,346.879081
s3,seasonal_naive,3048,3,324.755916
s3,seasonal_naive,3048,4,317.104529
s3,seasonal_naive,3048,5,303.516073
s3,seasonal_naive,3048,6,280.996709
s3,seasonal_naive,3048,7,302.108515
s3,seasonal_naive,3048,8,228.747489
s3,seasonal_naive,3048,9,227.096129
s3,seasonal_naive,3048,10,176.822540
s3,seasonal_naive,3048,11,169.921556
s3,seasonal_naive,3048,12,183.018582
s3,seasonal_naive,3048,13,173.481774
s3,seasonal_naive,3048,14,166.010184
s3,seasonal_naive,3048,15,154.875073
s3,seasonal_naive,3048,16,153.720912
s3,seasonal_naive,3048,17,166.749866
s3,seasonal_naive,3048,18,183.894609
s3,seasonal_naive,3048,19,226.341749
s3,seasonal_naive,3048,20,252.395319
s3,seasonal_naive,3048,21,256.246534
s3,seasonal_naive,3048,22,259.999280
s3,seasonal_naive,3048,23,271.380579
s3,seasonal_naive,3072,0,306.720039
s3,seasonal_naive,3072,1,308.233898
s3,seasonal_naive,3072,2,287.021621
s3,seasonal_naive,3072,3,340.020026
s3,seasonal_naive,3072,4,311.497100
s3,seasonal_naive,3072,5,295.612637
s3,seasonal_naive,3072,6,271.293474
s3,seasonal_naive,3072,7,252.642134
s3,seasonal_naive,3072,8,261.320003
s3,seasonal_naive,3072,9,209.025845
s3,seasonal_naive,3072,10,205.234649
s3,seasonal_naive,3072,11,195.074496
s3,seasonal_naive,3072,12,199.269997
s3,seasonal_naive,3072,13,166.966420
s3,seasonal_naive,3072,14,149.618492
s3,seasonal_naive,3072,15,141.492851
s3,seasonal_naive,3072,16,167.037384
s3,seasonal_naive,3072,17,178.540468
s3,seasonal_naive,3072,18,168.128314
s3,seasonal_naive,3072,19,201.706421
s3,seasonal_naive,3072,20,208.500315
s3,seasonal_naive,3072,21,203.445035
s3,seasonal_naive,3072,22,232.663462
s3,seasonal_naive,3072,23,279.809194
s3,seasonal_naive,3096,0,303.999247
s3,seasonal_naive,3096,1,300.683308
s3,seasonal_naive,3096,2,290.386701
s3,seasonal_naive,3096,3,280.775088
s3,seasonal_naive,3096,4,295.113795
s3,seasonal_naive,3096,5,280.109513
s3,seasonal_naive,3096,6,231.730131
s3,seasonal_naive,3096,7,250.083696
s3,seasonal_naive,3096,8,205.936323
s3,seasonal_naive,3096,9,206.503996
s3,seasonal_naive,3096,10,182.515976
s3,seasonal_naive,3096,11,165.910314
s3,seasonal_naive,3096,12,155.158495
s3,seasonal_naive,3096,13,136.827994
s3,seasonal_naive,3096,14,100.433655
s3,seasonal_naive,3096,15,99.120183
s3,seasonal_naive,3096,16,136.935580
s3,seasonal_naive,3096,17,136.257226
s3,seasonal_naive,3096,18,115.253214
s3,seasonal_naive,3096,19,124.472683
s3,seasonal_naive,3096,20,191.357056
s3,seasonal_naive,3096,21,232.950880
s3,seasonal_naive,3096,22,228.585649
s3,seasonal_naive,3096,23,227.756624
s3,seasonal_naive,3120,0,249.798905
s3,seasonal_naive,3120,1,209.458818
s3,seasonal_naive,3120,2,242.580288
s3,seasonal_naive,3120,3,275.097419
s3,seasonal_naive,3120,4,266.237177
s3,seasonal_naive,3120,5,205.175834
s3,seasonal_naive,3120,6,244.505702
s3,seasonal_naive,3120,7,214.670342
s3,seasonal_naive,3120,8,200.156852
s3,seasonal_naive,3120,9,159.256515
s3,seasonal_naive,3120,10,141.393478
s3,seasonal_naive,3120,11,104.149895
s3,seasonal_naive,3120,12,111.447969
s3,seasonal_naive,3120,13,109.372779
s3,seasonal_naive,3120,14,72.227790
s3,seasonal_naive,3120,15,92.802769
s3,seasonal_naive,3120,16,82.171458
s3,seasonal_naive,3120,17,117.777754
s3,seasonal_naive,3120,18,130.590966
s3,seasonal_naive,3120,19,92.317886
s3,seasonal_naive,3120,20,158.617684
s3,seasonal_naive,3120,21,188.330947
s3,seasonal_naive,3120,22,181.919620
s3,seasonal_naive,3120,23,205.481219
s3,seasonal_naive,3144,0,221.199160
s3,seasonal_naive,3144,1,215.095086
s3,seasonal_naive,3144,2,237.695015
s3,seasonal_naive,3144,3,265.646985
s3,seasonal_naive,3144,4,242.499241
s3,seasonal_naive,3144,5,249.669529
s3,seasonal_naive,3144,6,226.289849
s3,seasonal_naive,3144,7,211.872496
s3,seasonal_naive,3144,8,173.939772
s3,seasonal_naive,3144,9,164.062523
s3,seasonal_naive,3144,10,164.644234
s3,seasonal_naive,3144,11,137.593129
s3,seasonal_naive,3144,12,103.778630
s3,seasonal_naive,3144,13,76.413422
s3,seasonal_naive,3144,14,67.362396
s3,seasonal_naive,3144,15,86.829481
s3,seasonal_naive,3144,16,95.727603
s3,seasonal_naive,3144,17,68.610678
s3,seasonal_naive,3144,18,117.948035
s3,seasonal_naive,3144,19,138.662374
s3,seasonal_naive,3144,20,158.720210
s3,seasonal_naive,3144,21,166.209395
s3,seasonal_naive,3144,22,234.728747
s3,seasonal_naive,3144,23,230.048821
s3,seasonal_naive,3168,0,208.627549
s3,seasonal_naive,3168,1,231.233313
s3,seasonal_naive,3168,2,263.155244
s3,seasonal_naive,3168,3,259.717906
s3,seasonal_naive,3168,4,249.302692
s3,seasonal_naive,3168,5,237.612446
s3,seasonal_naive,3168,6,221.168920
s3,seasonal_naive,3168,7,200.520289
s3,seasonal_naive,3168,8,172.035364
s3,seasonal_naive,3168,9,178.977913
s3,seasonal_naive,3168,10,104.216085
s3,seasonal_naive,3168,11,121.264915
s3,seasonal_naive,3168,12,140.258421
s3,seasonal_naive,3168,13,97.221485
s3,seasonal_naive,3168,14,86.039297
s3,seasonal_naive,3168,15,138.341549
s3,seasonal_naive,3168,16,130.622731
s3,seasonal_naive,3168,17,122.425853
s3,seasonal_naive,3168,18,131.138488
s3,seasonal_naive,3168,19,156.347918
s3,seasonal_naive,3168,20,175.955504
s3,seasonal_naive,3168,21,200.052835
s3,seasonal_naive,3168,22,213.536894
s3,seasonal_naive,3168,23,254.510835
s3,seasonal_naive,3192,0,252.760080
s3,seasonal_naive,3192,1,244.125035
s3,seasonal_naive,3192,2,259.947260
s3,seasonal_naive,3192,3,283.210973
s3,seasonal_naive,3192,4,262.664347
s3,seasonal_naive,3192,5,229.812925
s3,seasonal_naive,3192,6,282.649791
s3,seasonal_naive,3192,7,249.506623
s3,seasonal_naive,3192,8,214.718299
s3,seasonal_naive,3192,9,194.436047
s3,seasonal_naive,3192,10,192.710956
s3,seasonal_naive,3192,11,190.075548
s3,seasonal_naive,3192,12,143.316873
s3,seasonal_naive,3192,13,151.037976
s3,seasonal_naive,3192,14,129.424665
s3,seasonal_naive,3192,15,146.101660
s3,seasonal_naive,3192,16,128.148232
s3,seasonal_naive,3192,17,128.039052
s3,seasonal_naive,3192,18,175.492634
s3,seasonal_naive,3192,19,192.043392
s3,seasonal_naive,3192,20,226.276178
s3,seasonal_naive,3192,21,225.179138
s3,seasonal_naive,3192,22,280.293432
s3,seasonal_naive,3192,23,278.377582
s3,daily_naive,2976,0,249.798905
s3,daily_naive,2976,1,209.458818
s3,daily_naive,2976,2,242.580288
s3,daily_naive,2976,3,275.097419
s3,daily_naive,2976,4,266.237177
s3,daily_naive,2976,5,205.175834
s3,daily_naive,2976,6,244.505702
s3,daily_naive,2976,7,214.670342
s3,daily_naive,2976,8,200.156852
s3,daily_naive,2976,9,159.256515
s3,daily_naive,2976,10,141.393478
s3,daily_naive,2976,11,104.149895
s3,daily_naive,2976,12,111.447969
s3,daily_naive,2976,13,109.372779
s3,daily_naive,2976,14,72.227790
s3,daily_naive,2976,15,92.802769
s3,daily_naive,2976,16,82.171458
s3,daily_naive,2976,17,117.777754
s3,daily_naive,2976,18,130.590966
s3,daily_naive,2976,19,92.317886
s3,daily_naive,2976,20,158.617684
s3,daily_naive,2976,21,188.330947
s3,daily_naive,2976,22,181.919620
s3,daily_naive,2976,23,205.481219
s3,daily_naive,3000,0,221.199160
s3,daily_naive,3000,1,215.095086
s3,daily_naive,3000,2,237.695015
s3,daily_naive,3000,3,265.646985
s3,daily_naive,3000,4,242.499241
s3,daily_naive,3000,5,249.669529
s3,daily_naive,3000,6,226.289849
s3,daily_naive,3000,7,211.872496
s3,daily_naive,3000,8,173.939772
s3,daily_naive,3000,9,164.062523
s3,daily_naive,3000,10,164.644234
s3,daily_naive,3000,11,137.593129
s3,daily_naive,3000,12,103.778630
s3,daily_naive,3000,13,76.413422
s3,daily_naive,3000,14,67.362396
s3,daily_naive,3000,15,86.829481
s3,daily_naive,3000,16,95.727603
s3,daily_naive,3000,17,68.610678
s3,daily_naive,3000,18,117.948035
s3,daily_naive,3000,19,138.662374
s3,daily_naive,3000,20,158.720210
s3,daily_naive,3000,21,166.209395
s3,daily_naive,3000,22,234.728747
s3,daily_naive,3000,23,230.048821
s3,daily_naive,3024,0,208.627549
s3,daily_naive,3024,1,231.233313
s3,daily_naive,3024,2,263.155244
s3,daily_naive,3024,3,259.717906
s3,daily_naive,3024,4,249.302692
s3,daily_naive,3024,5,237.612446
s3,daily_naive,3024,6,221.168920
s3,daily_naive,3024,7,200.520289
s3,daily_naive,3024,8,172.035364
s3,daily_naive,3024,9,178.977913
s3,daily_naive,3024,10,104.216085
s3,daily_naive,3024,11,121.264915
s3,daily_naive,3024,12,140.258421
s3,daily_naive,3024,13,97.221485
s3,daily_naive,3024,14,86.039297
s3,daily_naive,3024,15,138.341549
s3,daily_naive,3024,16,130.622731
s3,daily_naive,3024,17,122.425853
s3,daily_naive,3024,18,131.138488
s3,daily_naive,3024,19,156.347918
s3,daily_naive,3024,20,175.955504
s3,daily_naive,3024,21,200.052835
s3,daily_naive,3024,22,213.536894
s3,daily_naive,3024,23,254.510835
s3,daily_naive,3048,0,252.760080
s3,daily_naive,3048,1,244.125035
s3,daily_naive,3048,2,259.947260
s3,daily_naive,3048,3,283.210973
s3,daily_naive,3048,4,262.664347
s3,daily_naive,3048,5,229.812925
s3,daily_naive,3048,6,282.649791
s3,daily_naive,3048,7,249.506623
s3,daily_naive,3048,8,214.718299
s3,daily_naive,3048,9,194.436047
s3,daily_naive,3048,10,192.710956
s3,daily_naive,3048,11,190.075548
s3,daily_naive,3048,12,143.316873
s3,daily_naive,3048,13,151.037976
s3,daily_naive,3048,14,129.424665
s3,daily_naive,3048,15,146.101660
s3,daily_naive,3048,16,128.148232
s3,daily_naive,3048,17,128.039052
s3,daily_naive,3048,18,175.492634
s3,daily_naive,3048,19,192.043392
s3,daily_naive,3048,20,226.276178
s3,daily_naive,3048,21,225.179138
s3,daily_naive,3048,22,280.293432
s3,daily_naive,3048,23,278.377582
s3,daily_naive,3072,0,318.324540
s3,daily_naive,3072,1,298.753464
s3,daily_naive,3072,2,335.993885
s3,daily_naive,3072,3,311.091498
s3,daily_naive,3072,4,310.203177
s3,daily_naive,3072,5,314.422916
s3,daily_naive,3072,6,255.273710
s3,daily_naive,3072,7,249.633892
s3,daily_naive,3072,8,278.188910
s3,daily_naive,3072,9,202.455912
s3,daily_naive,3072,10,199.382310
s3,daily_naive,3072,11,198.817689
s3,daily_naive,3072,12,199.390503
s3,daily_naive,3072,13,156.352472
s3,daily_naive,3072,14,161.425902
s3,daily_naive,3072,15,140.409344
s3,daily_naive,3072,16,157.994600
s3,daily_naive,3072,17,191.587254
s3,daily_naive,3072,18,194.585312
s3,daily_naive,3072,19,206.548609
s3,daily_naive,3072,20,234.135148
s3,daily_naive,3072,21,250.131589
s3,daily_naive,3072,22,270.740701
s3,daily_naive,3072,23,280.107811
s3,daily_naive,3096,0,284.462492
s3,daily_naive,3096,1,322.250223
s3,daily_naive,3096,2,297.313410
s3,daily_naive,3096,3,333.156306
s3,daily_naive,3096,4,345.920286
s3,daily_naive,3096,5,325.087932
s3,daily_naive,3096,6,323.233947
s3,daily_naive,3096,7,249.074833
s3,daily_naive,3096,8,249.559277
s3,daily_naive,3096,9,210.202302
s3,daily_naive,3096,10,190.608527
s3,daily_naive,3096,11,155.350374
s3,daily_naive,3096,12,147.765519
s3,daily_naive,3096,13,170.354747
s3,daily_naive,3096,14,161.056011
s3,daily_naive,3096,15,168.065252
s3,daily_naive,3096,16,170.823026
s3,daily_naive,3096,17,174.210755
s3,daily_naive,3096,18,161.377754
s3,daily_naive,3096,19,189.534718
s3,daily_naive,3096,20,222.464602
s3,daily_naive,3096,21,250.633575
s3,daily_naive,3096,22,242.815759
s3,daily_naive,3096,23,257.824918
s3,daily_naive,3120,0,272.460569
s3,daily_naive,3120,1,315.418804
s3,daily_naive,3120,2,302.806205
s3,daily_naive,3120,3,287.208214
s3,daily_naive,3120,4,273.285116
s3,daily_naive,3120,5,281.599049
s3,daily_naive,3120,6,230.707070
s3,daily_naive,3120,7,235.325332
s3,daily_naive,3120,8,208.140367
s3,daily_naive,3120,9,185.551182
s3,daily_naive,3120,10,176.806548
s3,daily_naive,3120,11,160.583135
s3,daily_naive,3120,12,187.404822
s3,daily_naive,3120,13,126.759314
s3,daily_naive,3120,14,129.351119
s3,daily_naive,3120,15,102.779399
s3,daily_naive,3120,16,92.360052
s3,daily_naive,3120,17,147.187760
s3,daily_naive,3120,18,173.788963
s3,daily_naive,3120,19,141.477975
s3,daily_naive,3120,20,175.405069
s3,daily_naive,3120,21,214.407830
s3,daily_naive,3120,22,216.520614
s3,daily_naive,3120,23,192.380210
s3,daily_naive,3144,0,262.164469
s3,daily_naive,3144,1,252.579998
s3,daily_naive,3144,2,271.317287
s3,daily_naive,3144,3,242.540838
s3,daily_naive,3144,4,266.646743
s3,daily_naive,3144,5,257.855576
s3,daily_naive,3144,6,213.147651
s3,daily_naive,3144,7,214.091616
s3,daily_naive,3144,8,174.311830
s3,daily_naive,3144,9,154.521253
s3,daily_naive,3144,10,126.584205
s3,daily_naive,3144,11,115.143308
s3,daily_naive,3144,12,95.162318
s3,daily_naive,3144,13,113.959287
s3,daily_naive,3144,14,84.350674
s3,daily_naive,3144,15,68.377320
s3,daily_naive,3144,16,113.762148
s3,daily_naive,3144,17,109.584049
s3,daily_naive,3144,18,130.792547
s3,daily_naive,3144,19,130.758388
s3,daily_naive,3144,20,162.813485
s3,daily_naive,3144,21,170.104920
s3,daily_naive,3144,22,175.824605
s3,daily_naive,3144,23,211.131787
s3,daily_naive,3168,0,226.416966
s3,daily_naive,3168,1,236.721555
s3,daily_naive,3168,2,253.818171
s3,daily_naive,3168,3,211.657890
s3,daily_naive,3168,4,239.808771
s3,daily_naive,3168,5,211.616573
s3,daily_naive,3168,6,205.583790
s3,daily_naive,3168,7,199.664745
s3,daily_naive,3168,8,173.434670
s3,daily_naive,3168,9,140.617391
s3,daily_naive,3168,10,144.047930
s3,daily_naive,3168,11,112.719152
s3,daily_naive,3168,12,114.323402
s3,daily_naive,3168,13,108.884429
s3,daily_naive,3168,14,77.489933
s3,daily_naive,3168,15,65.487459
s3,daily_naive,3168,16,90.452996
s3,daily_naive,3168,17,113.224810
s3,daily_naive,3168,18,120.261762
s3,daily_naive,3168,19,114.473051
s3,daily_naive,3168,20,126.657335
s3,daily_naive,3168,21,160.695518
s3,daily_naive,3168,22,181.638525
s3,daily_naive,3168,23,226.532134
s3,daily_naive,3192,0,233.290872
s3,daily_naive,3192,1,258.289719
s3,daily_naive,3192,2,249.320984
s3,daily_naive,3192,3,279.511679
s3,daily_naive,3192,4,248.323914
s3,daily_naive,3192,5,248.184723
s3,daily_naive,3192,6,219.064243
s3,daily_naive,3192,7,216.376788
s3,daily_naive,3192,8,207.993181
s3,daily_naive,3192,9,183.279463
s3,daily_naive,3192,10,172.524942
s3,daily_naive,3192,11,124.813817
s3,daily_naive,3192,12,128.516778
s3,daily_naive,3192,13,139.609098
s3,daily_naive,3192,14,111.492804
s3,daily_naive,3192,15,105.762065
s3,daily_naive,3192,16,111.182319
s3,daily_naive,3192,17,117.955121
s3,daily_naive,3192,18,144.879347
s3,daily_naive,3192,19,184.593012
s3,daily_naive,3192,20,190.841377
s3,daily_naive,3192,21,205.408279
s3,daily_naive,3192,22,214.609412
s3,daily_naive,3192,23,228.757846
s4,seasonal_naive,3048,0,683.140793
s4,seasonal_naive,3048,1,683.761302
s4,seasonal_naive,3048,2,621.215989
s4,seasonal_naive,3048,3,694.233170
s4,seasonal_naive,3048,4,681.452411
s4,seasonal_naive,3048,5,625.213283
s4,seasonal_naive,3048,6,584.811249
s4,seasonal_naive,3048,7,503.094149
s4,seasonal_naive,3048,8,497.789102
s4,seasonal_naive,3048,9,475.830337
s4,seasonal_naive,3048,10,363.761394
s4,seasonal_naive,3048,11,362.386854
s4,seasonal_naive,3048,12,339.296083
s4,seasonal_naive,3048,13,389.800455
s4,seasonal_naive,3048,14,333.241992
s4,seasonal_naive,3048,15,299.533843
s4,seasonal_naive,3048,16,390.084082
s4,seasonal_naive,3048,17,462.877490
s4,seasonal_naive,3048,18,451.468385
s4,seasonal_naive,3048,19,485.655067
s4,seasonal_naive,3048,20,552.712068
s4,seasonal_naive,3048,21,646.084104
s4,seasonal_naive,3048,22,617.423196
s4,seasonal_naive,3048,23,647.850629
s4,seasonal_naive,3072,0,692.012020
s4,seasonal_naive,3072,1,661.127691
s4,seasonal_naive,3072,2,627.827544
s4,seasonal_naive,3072,3,677.271202
s4,seasonal_naive,3072,4,635.366294
s4,seasonal_naive,3072,5,626.269443
s4,seasonal_naive,3072,6,577.807149
s4,seasonal_naive,3072,7,546.059484
s4,seasonal_naive,3072,8,444.487382
s4,seasonal_naive,3072,9,447.652086
s4,seasonal_naive,3072,10,365.162162
s4,seasonal_naive,3072,11,375.337593
s4,seasonal_naive,3072,12,324.936337
s4,seasonal_naive,3072,13,384.311000
s4,seasonal_naive,3072,14,295.368830
s4,seasonal_naive,3072,15,258.545242
s4,seasonal_naive,3072,16,361.266854
s4,seasonal_naive,3072,17,371.224012
s4,seasonal_naive,3072,18,392.346804
s4,seasonal_naive,3072,19,472.204446
s4,seasonal_naive,3072,20,563.340396
s4,seasonal_naive,3072,21,542.008429
s4,seasonal_naive,3072,22,559.295786
s4,seasonal_naive,3072,23,659.765516
s4,seasonal_naive,3096,0,668.489162
s4,seasonal_naive,3096,1,638.231337
s4,seasonal_naive,3096,2,615.010202
s4,seasonal_naive,3096,3,642.257307
s4,seasonal_naive,3096,4,567.652716
s4,seasonal_naive,3096,5,534.220667
s4,seasonal_naive,3096,6,485.094963
s4,seasonal_naive,3096,7,484.249013
s4,seasonal_naive,3096,8,469.068608
s4,seasonal_naive,3096,9,373.330834
s4,seasonal_naive,3096,10,389.906964
s4,seasonal_naive,3096,11,228.205451
s4,seasonal_naive,3096,12,269.193128
s4,seasonal_naive,3096,13,197.952532
s4,seasonal_naive,3096,14,284.195193
s4,seasonal_naive,3096,15,306.816064
s4,seasonal_naive,3096,16,222.352209
s4,seasonal_naive,3096,17,286.178619
s4,seasonal_naive,3096,18,350.292098
s4,seasonal_naive,3096,19,337.996319
s4,seasonal_naive,3096,20,400.446133
s4,seasonal_naive,3096,21,435.852756
s4,seasonal_naive,3096,22,507.547140
s4,seasonal_naive,3096,23,507.236280
s4,seasonal_naive,3120,0,512.296063
s4,seasonal_naive,3120,1,531.592801
s4,seasonal_naive,3120,2,550.816097
s4,seasonal_naive,3120,3,541.576209
s4,seasonal_naive,3120,4,506.225422
s4,seasonal_naive,3120,5,518.542598
s4,seasonal_naive,3120,6,423.005674
s4,seasonal_naive,3120,7,392.626930
s4,seasonal_naive,3120,8,362.244076
s4,seasonal_naive,3120,9,284.669891
s4,seasonal_naive,3120,10,301.118761
s4,seasonal_naive,3120,11,248.646969
s4,seasonal_naive,3120,12,225.860976
s4,seasonal_naive,3120,13,156.793457
s4,seasonal_naive,3120,14,181.184241
s4,seasonal_naive,3120,15,215.890715
s4,seasonal_naive,3120,16,254.181169
s4,seasonal_naive,3120,17,228.507274
s4,seasonal_naive,3120,18,270.347410
s4,seasonal_naive,3120,19,285.608245
s4,seasonal_naive,3120,20,323.348057
s4,seasonal_naive,3120,21,453.059587
s4,seasonal_naive,3120,22,453.550531
s4,seasonal_naive,3120,23,502.791087
s4,seasonal_naive,3144,0,541.865187
s4,seasonal_naive,3144,1,514.674974
s4,seasonal_naive,3144,2,517.993047
s4,seasonal_naive,3144,3,466.371955
s4,seasonal_naive,3144,4,457.449214
s4,seasonal_naive,3144,5,459.584169
s4,seasonal_naive,3144,6,452.686958
s4,seasonal_naive,3144,7,396.646176
s4,seasonal_naive,3144,8,294.317087
s4,seasonal_naive,3144,9,248.946565
s4,seasonal_naive,3144,10,260.356881
s4,seasonal_naive,3144,11,222.559711
s4,seasonal_naive,3144,12,203.715906
s4,seasonal_naive,3144,13,184.444308
s4,seasonal_naive,3144,14,220.573919
s4,seasonal_naive,3144,15,200.764641
s4,seasonal_naive,3144,16,264.685039
s4,seasonal_naive,3144,17,268.183187
s4,seasonal_naive,3144,18,291.598141
s4,seasonal_naive,3144,19,298.697342
s4,seasonal_naive,3144,20,393.591924
s4,seasonal_naive,3144,21,457.803832
s4,seasonal_naive,3144,22,474.055998
s4,seasonal_naive,3144,23,468.527073
s4,seasonal_naive,3168,0,462.486816
s4,seasonal_naive,3168,1,528.002344
s4,seasonal_naive,3168,2,597.704855
s4,seasonal_naive,3168,3,490.751103
s4,seasonal_naive,3168,4,491.577630
s4,seasonal_naive,3168,5,482.780915
s4,seasonal_naive,3168,6,472.530103
s4,seasonal_naive,3168,7,366.290086
s4,seasonal_naive,3168,8,358.120950
s4,seasonal_naive,3168,9,326.052369
s4,seasonal_naive,3168,10,241.273745
s4,seasonal_naive,3168,11,265.782989
s4,seasonal_naive,3168,12,199.058326
s4,seasonal_naive,3168,13,231.290782
s4,seasonal_naive,3168,14,250.537223
s4,seasonal_naive,3168,15,248.156596
s4,seasonal_naive,3168,16,230.101992
s4,seasonal_naive,3168,17,330.410803
s4,seasonal_naive,3168,18,373.931529
s4,seasonal_naive,3168,19,401.797996
s4,seasonal_naive,3168,20,472.253914
s4,seasonal_naive,3168,21,475.965946
s4,seasonal_naive,3168,22,505.253543
s4,seasonal_naive,3168,23,561.226850
s4,seasonal_naive,3192,0,608.214996
s4,seasonal_naive,3192,1,635.843176
s4,seasonal_naive,3192,2,585.075377
s4,seasonal_naive,3192,3,605.970861
s4,seasonal_naive,3192,4,584.165783
s4,seasonal_naive,3192,5,532.948955
s4,seasonal_naive,3192,6,445.573407
s4,seasonal_naive,3192,7,415.208182
s4,seasonal_naive,3192,8,461.534473
s4,seasonal_naive,3192,9,339.325149
s4,seasonal_naive,3192,10,294.360244
s4,seasonal_naive,3192,11,277.720506
s4,seasonal_naive,3192,12,295.760574
s4,seasonal_naive,3192,13,342.109262
s4,seasonal_naive,3192,14,315.445691
s4,seasonal_naive,3192,15,302.344012
s4,seasonal_naive,3192,16,333.839579
s4,seasonal_naive,3192,17,394.014595
s4,seasonal_naive,3192,18,423.112798
s4,seasonal_naive,3192,19,409.022135
s4,seasonal_naive,3192,20,555.742898
s4,seasonal_naive,3192,21,591.290491
s4,seasonal_naive,3192,22,565.833727
s4,seasonal_naive,3192,23,626.825785
